crash_id,crash_fatal_fl,crash_date_x,crash_time_x,case_id,rpt_street_pfx,rpt_street_name,rpt_street_sfx,crash_speed_limit,road_constr_zone_fl,latitude,longitude,street_name,street_name_2,crash_sev_id,sus_serious_injry_cnt,nonincap_injry_cnt,poss_injry_cnt,non_injry_cnt,unkn_injry_cnt,tot_injry_cnt,death_cnt,units_involved,atd_mode_category_metadata,motor_vehicle_fl,point,apd_confirmed_fatality,apd_confirmed_death_count,motor_vehicle_death_count,motor_vehicle_serious_injury_count,bicycle_death_count,bicycle_serious_injury_count,:@computed_region_8spj_utxs,:@computed_region_jcrc_4uuy,pedestrian_death_count,pedestrian_serious_injury_count,:@computed_region_q9nd_rr82,:@computed_region_e9j2_6w3z,motorcycle_death_count,:@computed_region_m2th_e4b7,motorcycle_serious_injury_count,other_death_count,:@computed_region_rxpj_nzrk,other_serious_injury_count,onsys_fl,private_dr_fl,rpt_block_num,street_nbr,contrib_factr_p1_id,contrib_factr_p2_id,pedestrian_fl,bicycle_fl,other_fl,rpt_latitude,rpt_longitude,motorcycle_fl,person_id,prsn_injry_sev_id,prsn_age,prsn_gndr_id,prsn_ethnicity_id,crash_date_y,crash_time_y,mode_desc,mode_id,timestamp,Month,Year,Year-Month,hour,dayofweek
14311483,N,2015-02-25T19:16:00.000,19:16:00,150561464,S,1ST,ST,35,N,30.20830701,-97.7816189,S 1ST ST,W STASSNEY LN,1,2,0,0,3,0,2,0,Passenger car & Passenger car & Passenger car,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2357886, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2357877, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 2, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2357864, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.7816188998422, 30.2083070085314]}",N,0,0,2,0,0,2,5,0,0,4,65,0,373,0,0,23,0,N,N,5900,,,,,,,,,,P671627,Serious Injury,7,Female,Hispanic,2015-02-25T19:16:00.000,19:16:00,Passenger car,1,2/25/2015 19:16,2,2015,2015-02,19,2
14334315,N,2015-02-26T16:14:00.000,16:14:00,150571114,,CAMERON,RD,-1,N,30.34577907,-97.67743674,CAMERON RD,FERGUSON LN,1,1,3,0,0,0,4,0,Large passenger vehicle & Passenger car,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2359621, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2359623, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 2, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}]",Y,"{'type': 'Point', 'coordinates': [-97.6774367428543, 30.3457790663357]}",N,0,0,1,0,0,1,50,0,0,8,17,0,63,0,0,77,0,N,N,8900,,37,66,,,,,,,P672341,Serious Injury,10,Female,Black,2015-02-26T16:14:00.000,16:14:00,Passenger car,1,2/26/2015 16:14,2,2015,2015-02,16,3
14360348,N,2015-03-25T18:36:00.000,18:36:00,150841356,E,12TH,ST,35,N,30.27632411,-97.70371891,E 12TH ST,OAKGROVE AVE,1,2,0,1,3,0,3,0,Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2362235, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 2, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2362214, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.7037189107477, 30.2763241102161]}",N,0,0,2,0,0,1,7,0,0,8,69,0,309,0,0,1,0,N,N,2900,2999,,,,,,,,,P673362,Serious Injury,11,Male,Black,2015-03-25T18:36:00.000,18:36:00,Large passenger vehicle,2,3/25/2015 18:36,3,2015,2015-03,18,2
14365903,N,2015-02-22T06:19:00.000,6:19:00,150530430,,FOREST WOOD,RD,25,N,30.19566994,-97.80097012,FOREST WOOD RD,N/A,1,1,0,0,0,1,1,0,Passenger car & Other/Unknown & Large passenger vehicle,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2362786, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 1, ""tot_injry_cnt"": 1}, {""mode_id"": 9, ""mode_desc"": ""Other/Unknown"", ""unit_id"": 2362812, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2362789, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.8009701242284, 30.1956699440602]}",N,0,0,1,0,0,5,5,0,0,1,,0,373,0,0,23,0,N,N,7300,7300,,,,,Y,,,,P673574,Serious Injury,15,Male,White,2015-02-22T06:19:00.000,6:19:00,Passenger car,1,2/22/2015 6:19,2,2015,2015-02,6,6
14372574,N,2015-03-28T18:56:00.000,18:56:00,150871573,S,CONGRESS,AVE,-1,N,30.20743892,-97.77365756,S CONGRESS AVE,W MOCKINGBIRD LN,1,1,0,1,1,0,2,0,Passenger car & Large passenger vehicle,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2363322, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2363348, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.7736575602341, 30.207438915738]}",N,0,0,1,0,0,3,5,0,0,3,55,0,373,0,0,23,0,N,N,5400,5399,,,,,,,,,P673733,Serious Injury,4,Male,Hispanic,2015-03-28T18:56:00.000,18:56:00,Passenger car,1,3/28/2015 18:56,3,2015,2015-03,18,5
14427036,N,2015-05-10T21:27:00.000,21:27:00,151301533,,LOYOLA,LN,50,N,30.29128546,-97.62799557,LOYOLA LN,DECKER LN,1,2,1,0,0,1,3,0,Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2368330, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 1, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2368313, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}]",Y,"{'type': 'Point', 'coordinates': [-97.6279955730071, 30.2912854615847]}",N,0,0,2,0,0,1,46,0,0,8,,0,309,0,0,8,0,N,N,8500,,67,,,,,,,,P675714,Serious Injury,7,Female,Hispanic,2015-05-10T21:27:00.000,21:27:00,Large passenger vehicle,2,5/10/2015 21:27,5,2015,2015-05,21,6
14453189,N,2015-05-15T08:46:00.000,8:46:00,151350532,,EXPOSITION,BLVD,-1,N,30.2859227,-97.77507238,EXPOSITION BLVD,N/A,1,1,1,0,1,0,2,0,Passenger car & Large passenger vehicle,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2370535, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2370536, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}]",Y,"{'type': 'Point', 'coordinates': [-97.7750723829159, 30.285922703627]}",N,0,0,1,0,0,10,26,0,0,5,6,0,126,0,0,69,0,N,N,1066,969,,,,,,,,,P676534,Serious Injury,15,Female,White,2015-05-15T08:46:00.000,8:46:00,Large passenger vehicle,2,5/15/2015 8:46,5,2015,2015-05,8,4
14495236,N,2015-05-29T21:00:00.000,21:00:00,151491983,,ANDERSON MILL,RD,-1,N,30.44703577,-97.79831682,ANDERSON MILL RD,N/A,1,3,1,1,7,0,5,0,Passenger car & Large passenger vehicle & Large passenger vehicle & Passenger car,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2374561, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 3, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2374608, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2374559, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 4}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2374563, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 4, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.7983168190948, 30.4470357745152]}",N,0,0,3,0,0,6,39,0,0,6,,0,540,0,0,28,0,N,N,9800,9800,,,,,,,,,P678140,Serious Injury,6,Female,White,2015-05-29T21:00:00.000,21:00:00,Large passenger vehicle,2,5/29/2015 21:00,5,2015,2015-05,21,4
14498708,N,2015-06-01T15:31:00.000,15:31:00,151521040,N,IH 35,FWY,70,N,30.36436791,-97.68409598,IH0035,N/A,1,1,0,0,4,3,1,0,Other/Unknown & Large passenger vehicle & Large passenger vehicle & Passenger car & Passenger car,"[{""mode_id"": 9, ""mode_desc"": ""Other/Unknown"", ""unit_id"": 2374824, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2374821, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 2, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2374822, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 1, ""tot_injry_cnt"": 0}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2374817, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 2, ""tot_injry_cnt"": 1}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2374838, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 2, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.6840959808031, 30.3643679121633]}",N,0,0,1,0,0,4,47,0,0,9,51,0,217,0,0,78,0,Y,N,10000,,20,,,,Y,,,,P678286,Serious Injury,3,Female,Black,2015-06-01T15:31:00.000,15:31:00,Passenger car,1,6/1/2015 15:31,6,2015,2015-06,15,0
14504302,N,2015-06-14T14:27:00.000,14:27:00,151650936,W,SH 45 EB,HWY,65,N,30.18112498,-97.90034705,SH0045,ESCARPMENT BLVD,1,2,0,2,1,0,4,0,Large passenger vehicle & Passenger car,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2375486, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2375491, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 2, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}]",Y,"{'type': 'Point', 'coordinates': [-97.9003470451354, 30.1811249831712]}",N,0,0,2,0,0,8,35,0,0,2,,0,531,0,0,10,0,Y,N,6500,,,,,,,,,,P678480,Serious Injury,14,Male,Unkown,2015-06-14T14:27:00.000,14:27:00,Passenger car,1,6/14/2015 14:27,6,2015,2015-06,14,6
14549369,N,2015-07-20T16:23:00.000,16:23:00,152011207,N,N FM 620 RD,,-1,N,30.40229377,-97.85474694,RM0620,N/A,1,2,3,1,1,0,6,0,Large passenger vehicle & Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2379734, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2379745, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2379738, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 2, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}]",Y,"{'type': 'Point', 'coordinates': [-97.8547469393246, 30.4022937664642]}",N,0,0,2,0,0,6,31,0,0,6,,0,540,0,0,6,0,Y,N,6900,,20,,,,,,,,P680250,Serious Injury,10,Female,Hispanic,2015-07-20T16:23:00.000,16:23:00,Large passenger vehicle,2,7/20/2015 16:23,7,2015,2015-07,16,0
14585261,Y,2015-07-24T01:13:00.000,1:13:00,152050108,N,IH 35 NB,,65,N,30.34392499,-97.69699817,IH0035,N/A,4,1,1,2,0,0,4,3,Other/Unknown & Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 9, ""mode_desc"": ""Other/Unknown"", ""unit_id"": 2383381, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2383392, ""death_cnt"": 3, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 2, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2383380, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.6969981723075, 30.3439249905703]}",Y,3,3,1,0,0,4,47,0,0,9,17,0,63,0,0,78,0,Y,N,8000,,,,,,Y,,,,P681761,Serious Injury,14,Male,Hispanic,2015-07-24T01:13:00.000,1:13:00,Large passenger vehicle,2,7/24/2015 1:13,7,2015,2015-07,1,4
14585261,Y,2015-07-24T01:13:00.000,1:13:00,152050108,N,IH 35 NB,,65,N,30.34392499,-97.69699817,IH0035,N/A,4,1,1,2,0,0,4,3,Other/Unknown & Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 9, ""mode_desc"": ""Other/Unknown"", ""unit_id"": 2383381, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2383392, ""death_cnt"": 3, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 2, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2383380, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.6969981723075, 30.3439249905703]}",Y,3,3,1,0,0,4,47,0,0,9,17,0,63,0,0,78,0,Y,N,8000,,,,,,Y,,,,P681762,Fatal Injury,1,Female,Hispanic,2015-07-24T01:13:00.000,1:13:00,Large passenger vehicle,2,7/24/2015 1:13,7,2015,2015-07,1,4
14689041,N,2015-10-11T10:05:00.000,10:05:00,152840705,,RESEARCH,BLVD,45,N,30.35757711,-97.71609184,US0183,N/A,1,1,0,1,0,0,2,0,Passenger car,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2393553, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}]",Y,"{'type': 'Point', 'coordinates': [-97.7160918444051, 30.357577105135]}",N,0,0,1,0,0,7,22,0,0,7,9,0,63,0,0,16,0,Y,N,8400,8400,,,,,,,,,P685614,Serious Injury,14,Male,Hispanic,2015-10-11T10:05:00.000,10:05:00,Passenger car,1,10/11/2015 10:05,10,2015,2015-10,10,6
14719814,N,2015-10-27T16:53:00.000,16:53:00,153001225,,AIRPORT BLVD,BLVD,-1,N,30.28131158,-97.70313338,AIRPORT BLVD,N/A,1,2,0,0,3,0,2,0,Passenger car & Passenger car,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2396761, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2396758, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 2, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}]",Y,"{'type': 'Point', 'coordinates': [-97.7031333791048, 30.2813115777558]}",N,0,0,2,0,0,1,7,0,0,8,67,0,309,0,0,62,0,N,N,1800,1800,,,,,,,,,P686706,Serious Injury,12,Female,Black,2015-10-27T16:53:00.000,16:53:00,Passenger car,1,10/27/2015 16:53,10,2015,2015-10,16,1
14809462,N,2015-12-08T14:57:00.000,14:57:00,153421175,N,IH 35 SVRD NB,,-1,N,30.31805547,-97.70694088,IH0035,N/A,1,1,5,0,27,0,6,0,Passenger car & Large passenger vehicle & Large passenger vehicle & Motor vehicle – other,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2404873, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 4, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 5}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2404875, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 2, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2404877, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 4, ""mode_desc"": ""Motor vehicle \u2013 other"", ""unit_id"": 2404876, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 25, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.7069408776898, 30.3180554683279]}",N,0,0,1,0,0,4,19,0,0,9,84,0,309,0,0,33,0,Y,N,5700,,,,,,,,,,P689581,Serious Injury,0,Female,Hispanic,2015-12-08T14:57:00.000,14:57:00,Passenger car,1,12/8/2015 14:57,12,2015,2015-12,14,1
14831510,N,2015-12-27T20:32:00.000,20:32:00,153611136,S,BEN WHITE,,45,N,30.23459337,-97.79602731,US0290,SL0343,1,1,2,0,2,0,3,0,Large passenger vehicle & Passenger car & Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2407171, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2407177, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2407199, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}]",Y,"{'type': 'Point', 'coordinates': [-97.7960273086548, 30.2345933655934]}",N,0,0,1,0,0,5,9,0,0,1,93,0,179,0,0,75,0,Y,N,,,,,,,,,,,P690489,Serious Injury,14,Male,Hispanic,2015-12-27T20:32:00.000,20:32:00,Large passenger vehicle,2,12/27/2015 20:32,12,2015,2015-12,20,6
14834906,N,2015-12-28T09:16:00.000,9:16:00,153620450,N,MOPAC SVRD NB,,55,N,30.4305121,-97.70033303,SL0001,FM0734,1,3,1,1,1,0,5,0,Large passenger vehicle & Large passenger vehicle & Passenger car,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2407372, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2407371, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2407362, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.7003330314126, 30.4305120980853]}",N,0,0,3,0,0,7,24,0,0,7,,0,540,0,0,36,0,Y,N,,,,,,,,,,,P690577,Serious Injury,8,Male,Hispanic,2015-12-28T09:16:00.000,9:16:00,Large passenger vehicle,2,12/28/2015 9:16,12,2015,2015-12,9,0
